Trade #,Challenge #,Challenge Step,Symbol,Direction,Confluence Score,Entry Date,Entry Price,Stop Loss Price,TP1 Price,TP2 Price,TP3 Price,TP4 Price,TP5 Price,Exit Date,Exit Price,TP1 Hit?,TP2 Hit?,TP3 Hit?,TP4 Hit?,TP5 Hit?,SL Hit?,Final Exit Reason,R Multiple,Profit/Loss USD,Result,Risk Pips,Holding Time (hours),Price Data Validated?,Validation Notes,Lot Size
189,1,1,GBP_NZD,bullish,8/7,2024-04-03 21:00:00,2.0995405,2.0853495257816785,2.1080550845309927,2.1165696690619855,2.1279224484366424,2.135017935545803,2.1492089097641243,2024-04-16 21:00:00,2.1142329326714204,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.04R,$+828.27,WIN,141.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.56
190,1,1,SPX500_USD,bullish,7/7,2024-04-03 21:00:00,5182.4648,5114.493758277053,5223.247425033768,5264.030050067537,5318.406883445894,5352.3924043073675,5420.363446030315,2024-04-08 21:00:00,5186.1930625033765,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.05R,$+43.88,WIN,679.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,11.77
191,1,1,NAS100_USD,bullish,6/7,2024-04-03 21:00:00,18043.804,17728.325450804292,18233.091129517426,18422.37825903485,18674.761098391416,18832.50037298927,19147.97892218498,2024-04-08 21:00:00,18062.38271295174,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.06R,$+47.11,WIN,3154.8,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,2.54
192,1,1,AUD_USD,bullish,8/7,2024-04-04 21:00:00,0.6550322000000001,0.646644841077134,0.6600646153537196,0.6650970307074393,0.6718069178457321,0.6760005973071651,0.6843879562300311,2024-04-09 21:00:00,0.6551854415353721,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.02R,$+14.62,WIN,83.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.95
193,1,1,NZD_JPY,bullish,9/7,2024-04-04 21:00:00,91.1585,89.93354467459329,91.89347319524403,92.62844639048805,93.60841065081343,94.22088831351678,95.44584363892349,2024-04-11 21:00:00,91.1969973195244,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.03R,$+25.14,WIN,122.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
194,1,1,CHF_JPY,bullish,4/7,2024-04-04 21:00:00,167.607578,166.33722624522642,168.36978905286412,169.13200010572828,170.14828150954713,170.78345738693392,172.0538091417075,2024-04-09 21:00:00,167.6487991052864,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.03R,$+25.96,WIN,127.0,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
195,1,1,BTC_USD,bullish,5/7,2024-04-04 21:00:00,66341.136,61530.49883176988,69227.51830093807,72113.90060187614,75962.41033646023,78367.72892057529,83178.36608880541,2024-04-08 21:00:00,71436.91139832392,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.06R,$+847.42,WIN,4810.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.17
196,1,1,GBP_USD,bullish,7/7,2024-04-08 21:00:00,1.2698235800000002,1.2558782480429094,1.2781907791742546,1.286557978348509,1.2977142439141818,1.3046869098927272,1.318632241849818,2024-04-09 21:00:00,1.2555282480429093,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,139.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.57
197,1,1,USD_CAD,bullish,7/7,2024-04-08 21:00:00,1.35714,1.3452409617031829,1.3642794229780904,1.3714188459561807,1.3809380765936343,1.386887595742043,1.39878663403886,2024-04-11 21:00:00,1.3694029805946264,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.03R,$+824.47,WIN,119.0,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.91
198,1,1,GBP_CAD,bullish,7/7,2024-04-08 21:00:00,1.72185922,1.705091572760797,1.7319198083435219,1.7419803966870437,1.7553945144784062,1.7637783380980077,1.780545985337211,2024-04-18 21:00:00,1.7047415727607969,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,167.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.48
199,1,1,SPX500_USD,bullish,7/7,2024-04-08 21:00:00,5182.4648,5114.728985763369,5223.106288541979,5263.747777083957,5317.936428473262,5351.804335591578,5419.540149828208,2024-04-10 21:00:00,5186.178948854198,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.05R,$+43.87,WIN,677.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,11.81
200,1,1,NAS100_USD,bullish,5/7,2024-04-08 21:00:00,18043.804,17727.31430955431,18233.697814267416,18423.59162853483,18676.783380891382,18835.028226114227,19151.51791655992,2024-04-10 21:00:00,18062.443381426743,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.06R,$+47.12,WIN,3164.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,2.53
201,1,1,BTC_USD,bullish,7/7,2024-04-08 21:00:00,69069.2,63668.019086096334,72309.9085483422,75550.6170966844,79871.56182780732,82572.15228475916,87973.33319866282,2024-04-14 21:00:00,63664.519086096334,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,5401.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.15
202,1,1,EUR_USD,bullish,5/7,2024-04-09 21:00:00,1.0858172000000001,1.0702825813573098,1.0951379711856144,1.1044587423712287,1.1168864372853808,1.1246537466067261,1.1401883652494162,2024-04-10 21:00:00,1.0699325813573097,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,155.3,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.51
203,1,1,GBP_USD,bullish,4/7,2024-04-09 21:00:00,1.2698235800000002,1.2512083669643848,1.2809927078213694,1.2921618356427387,1.307054006071231,1.3163616125890387,1.3349768256246541,2024-04-10 21:00:00,1.2508583669643847,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,186.2,0.0,NO,Entry price validated against OANDA candle; Exit price 1.2508583669643847 outside candle range [1.25109-1.25788],0.43
204,1,1,USD_JPY,bullish,6/7,2024-04-09 21:00:00,152.20564000000002,151.2238118200452,152.79473690797292,153.3838338159458,154.16929635990965,154.66021044988707,155.64203862984186,2024-04-14 21:00:00,153.21137787075213,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.02R,$+819.48,WIN,98.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.24
205,1,1,USD_CAD,bullish,6/7,2024-04-09 21:00:00,1.35957598,1.3507750448340514,1.3648565410995692,1.3701371021991384,1.3771778503318972,1.3815783179148715,1.39037925308082,2024-04-11 21:00:00,1.3685549712759055,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.02R,$+816.19,WIN,88.0,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.24
206,1,1,AUD_USD,bullish,4/7,2024-04-09 21:00:00,0.65177758,0.646131233180198,0.6551653880918811,0.6585531961837623,0.6630702736396038,0.6658934470495048,0.6715397938693066,2024-04-11 21:00:00,0.651766360809188,NO,NO,NO,NO,NO,NO,TP1+Trail,-1.00R,$-800.00,LOSS,56.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.42
207,1,1,NZD_USD,bullish,6/7,2024-04-09 21:00:00,0.59803152,0.5930117578187112,0.6010433773087733,0.6040552346175466,0.6080710443625778,0.6105809254532222,0.615600687634511,2024-04-11 21:00:00,0.5979827057308774,NO,NO,NO,NO,NO,NO,TP1+Trail,-1.00R,$-800.00,LOSS,50.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.59
208,1,1,EUR_CAD,bullish,7/7,2024-04-09 21:00:00,1.46774,1.4523043178129664,1.4770014093122201,1.4862628186244404,1.4986113643740673,1.506329205467584,1.5217648876546177,2024-05-26 21:00:00,1.4837518231182556,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.04R,$+829.86,WIN,154.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.52
209,1,1,CHF_JPY,bullish,6/7,2024-04-09 21:00:00,167.607578,166.68729814001665,168.15974591599,168.71191383197998,169.44813771996667,169.90827764995834,170.82855750994167,2024-04-11 21:00:00,167.627794791599,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.02R,$+17.57,WIN,92.0,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
210,1,1,ETH_USD,bullish,7/7,2024-04-09 21:00:00,3497.54756,3053.185767906417,3764.1646352561497,4030.7817105122995,4386.271144187166,4608.452040233958,5052.813832327541,2024-04-14 21:00:00,3053.150767906417,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,44436.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.80
211,1,1,SPX500_USD,bullish,9/7,2024-04-10 21:00:00,5182.4648,5111.508047274826,5225.038851635104,5267.612903270208,5324.378305450347,5359.856681812935,5430.813434538108,2024-04-11 21:00:00,5111.158047274826,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,709.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,11.27
212,1,1,NAS100_USD,bullish,6/7,2024-04-10 21:00:00,18043.804,17718.0311181089,18239.267729134663,18434.73145826932,18695.349763782204,18858.236204727757,19184.009086618855,2024-04-14 21:00:00,18063.000372913466,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.06R,$+47.14,WIN,3257.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,2.46
213,1,1,AUD_USD,bullish,4/7,2024-04-11 21:00:00,0.65262562,0.6463740986228567,0.656376532826286,0.6601274456525721,0.6651286627542867,0.6682544234428585,0.6745059448200017,2024-04-14 21:00:00,0.6460240986228567,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,62.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.28
214,1,1,NZD_USD,bullish,6/7,2024-04-11 21:00:00,0.59933032,0.5930240666906234,0.6031140719856259,0.6068978239712519,0.6119428266187532,0.6150959532734415,0.6214022065828182,2024-04-14 21:00:00,0.5926740666906234,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,63.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.27
215,1,1,EUR_GBP,bullish,5/7,2024-04-11 21:00:00,0.85349804,0.849459033023266,0.8559214441860403,0.8583448483720807,0.8615760539534679,0.8635955574418349,0.8676345644185689,2024-04-22 21:00:00,0.8616501496860249,NO,NO,NO,NO,NO,NO,TP4+Trail,+2.02R,$+1614.68,WIN,40.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.98
216,1,1,EUR_CHF,bullish,7/7,2024-04-11 21:00:00,0.96842096,0.9592880863212201,0.9739006842072679,0.9793804084145359,0.9866867073575598,0.9912531441969498,1.0003860178757296,2024-04-15 21:00:00,0.9686189324207268,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.02R,$+17.34,WIN,91.3,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.88
217,1,1,GBP_JPY,bullish,5/7,2024-04-11 21:00:00,191.12903799999998,190.0546017429676,191.7736997542194,192.41836150843884,193.27791051406473,193.81512864258093,194.88956489961328,2024-04-15 21:00:00,192.23294043245428,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.03R,$+821.94,WIN,107.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
218,1,1,AUD_JPY,bullish,7/7,2024-04-11 21:00:00,99.025762,98.26076137570283,99.48476237457831,99.9437627491566,100.55576324859435,100.93826356074294,101.7032641850401,2024-04-15 21:00:00,99.801662661755,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.01R,$+811.40,WIN,76.5,0.0,NO,Entry price validated against OANDA candle; Exit price 99.801662661755 outside candle range [98.646-99.42],0.01
219,1,1,NZD_JPY,bullish,7/7,2024-04-11 21:00:00,90.919288,89.9732328288272,91.48692110270368,92.05455420540736,92.8113983423456,93.284425927932,94.2304810991048,2024-04-15 21:00:00,90.94105131027037,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.02R,$+18.40,WIN,94.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
220,1,1,CAD_CHF,bullish,6/7,2024-04-11 21:00:00,0.66185164,0.6552848860342534,0.6657916923794479,0.6697317447588959,0.6749851479314931,0.6782685249143664,0.684835278880113,2024-04-18 21:00:00,0.6549348860342534,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,65.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.22
221,1,1,CHF_JPY,bullish,6/7,2024-04-11 21:00:00,167.607578,166.78900373509447,168.0987225589433,168.58986711788663,169.24472652981103,169.6540136622638,170.47258792716931,2024-04-15 21:00:00,168.87001820987524,NO,NO,NO,NO,NO,NO,TP3+Trail,+1.54R,$+1233.79,WIN,81.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
222,1,1,SPX500_USD,bullish,10/7,2024-04-11 21:00:00,5182.4648,5109.860870941251,5226.027157435249,5269.5895148704985,5327.672658117497,5363.9746226468715,5436.57855170562,2024-04-14 21:00:00,5109.510870941251,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,726.0,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,11.02
223,1,1,BTC_USD,bullish,8/7,2024-04-11 21:00:00,67934.9676,63499.43952032915,70596.28444780252,73257.60129560503,76806.02375934171,79023.78779917714,83459.31587884799,2024-04-14 21:00:00,63495.93952032915,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,4435.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.18
224,1,1,EUR_CHF,bullish,7/7,2024-04-15 21:00:00,0.96842096,0.9593704703526679,0.9738512537883993,0.9792815475767985,0.9865219392946643,0.9910471841183304,1.0000976737656624,2024-04-18 21:00:00,0.9590204703526679,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,90.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.88
225,1,1,EUR_AUD,bullish,8/7,2024-04-15 21:00:00,1.6557332,1.6382249068401222,1.6662381758959266,1.6767431517918534,1.6907497863197556,1.6995039328996944,1.7170122260595724,2024-04-21 21:00:00,1.6564336975895926,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.04R,$+32.01,WIN,175.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.46
226,1,1,GBP_AUD,bullish,7/7,2024-04-15 21:00:00,1.93966488,1.9096063180172311,1.9577000171896615,1.9757351543793227,1.9997820039655378,2.0148112849569224,2.044869846939691,2024-04-23 21:00:00,1.909256318017231,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,300.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.27
227,1,1,AUD_JPY,bullish,8/7,2024-04-15 21:00:00,99.371854,98.26072026782539,100.03853423930477,100.70521447860953,101.59412146434921,102.14968833043652,103.26082206261113,2024-04-18 21:00:00,98.2257202678254,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,111.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
228,1,1,AUD_CAD,bullish,5/7,2024-04-15 21:00:00,0.88778384,0.8782046156909206,0.8935313745854476,0.8992789091708953,0.9069422886181588,0.9117319007726985,0.921311125081778,2024-04-18 21:00:00,0.8778546156909206,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,95.8,0.0,NO,Entry price validated against OANDA candle; Exit price 0.8778546156909206 outside candle range [0.87817-0.88472],0.84
229,1,1,NZD_JPY,bullish,6/7,2024-04-15 21:00:00,90.974,89.92703896853568,91.6021766188786,92.23035323775719,93.06792206292864,93.5914025786608,94.63836361012513,2024-04-18 21:00:00,91.00181766188787,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.03R,$+21.26,WIN,104.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
230,1,1,NZD_CHF,bullish,6/7,2024-04-17 21:00:00,0.53968392,0.5337609350732297,0.5432377109560621,0.5467915019121242,0.5515298898535405,0.5544913823169255,0.5604143672436959,2024-04-18 21:00:00,0.5334109350732298,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,59.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.35
231,1,1,USD_CHF,bullish,7/7,2024-04-18 21:00:00,0.90610908,0.8988775753361866,0.9104479827982881,0.9147868855965761,0.9205720893276268,0.9241878416595335,0.9314193463233469,2024-04-24 21:00:00,0.9134244749436422,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.01R,$+809.28,WIN,72.3,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.00
232,1,1,EUR_CHF,bullish,11/7,2024-04-18 21:00:00,0.9685,0.9591407373778467,0.974115557573292,0.9797311151465841,0.9872185252443068,0.9918981565553835,1.0012574191775367,2024-04-25 21:00:00,0.9780708183794825,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.02R,$+818.08,WIN,93.6,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.85
233,1,1,GBP_JPY,bullish,4/7,2024-04-18 21:00:00,191.310488,190.0214889042729,192.08388745743625,192.8572869148725,193.88848619145418,194.53298573931772,195.82198483504482,2024-04-25 21:00:00,193.98883109650552,NO,NO,NO,NO,NO,NO,TP4+Trail,+2.08R,$+1662.28,WIN,128.9,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
234,1,1,GBP_CHF,bullish,8/7,2024-04-18 21:00:00,1.1275203599999999,1.1189649169742146,1.1326536258154711,1.1377868916309422,1.1446312460515704,1.148908967564463,1.1574644105902483,2024-04-30 21:00:00,1.145179567569278,NO,NO,NO,NO,NO,NO,TP4+Trail,+2.06R,$+1651.27,WIN,85.6,0.0,NO,Entry price validated against OANDA candle; Exit price 1.145179567569278 outside candle range [1.14607-1.15124],0.94
235,1,1,GBP_CAD,bullish,4/7,2024-04-18 21:00:00,1.70931128,1.6988694091133245,1.7155764025320055,1.721841525064011,1.7301950217733513,1.7354159572166892,1.7458578281033645,2024-04-21 21:00:00,1.6985194091133244,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,104.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.77
236,1,1,GBP_NZD,bullish,6/7,2024-04-18 21:00:00,2.1004619,2.084994564788758,2.109742301126745,2.11902270225349,2.131396570422484,2.139130238028105,2.154597573239347,2024-04-21 21:00:00,2.084644564788758,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,154.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.52
237,1,1,AUD_JPY,bullish,7/7,2024-04-18 21:00:00,99.371854,98.20976072464009,100.06910996521594,100.76636593043189,101.69604055071981,102.27708718839978,103.43918046375967,2024-04-25 21:00:00,102.30600231854456,NO,NO,NO,NO,NO,NO,TP5,+2.52R,$+2019.91,WIN,116.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.01
238,1,1,NZD_JPY,bullish,8/7,2024-04-18 21:00:00,90.919288,89.92407189935456,91.51641766038726,92.11354732077452,92.90972020129087,93.40732825161359,94.40254435225901,2024-04-24 21:00:00,91.93921706668415,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.02R,$+819.87,WIN,99.5,0.0,NO,Entry price validated against OANDA candle; Exit price 91.93921706668415 outside candle range [91.995-92.84],0.01
239,1,1,CAD_CHF,bullish,7/7,2024-04-18 21:00:00,0.66113,0.6552957362836314,0.6646305582298212,0.6681311164596424,0.6727985274327373,0.6757156592909216,0.6815499230072902,2024-04-24 21:00:00,0.6669643195393508,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.00R,$+800.01,WIN,58.3,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.37
240,1,1,EUR_USD,bullish,6/7,2024-04-22 21:00:00,1.06506116,1.0586282322669531,1.0689209166398281,1.072780673279656,1.0779270154660936,1.0811434793326171,1.0875764070656637,2024-04-25 21:00:00,1.0715300633970295,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.01R,$+804.47,WIN,64.3,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.24
241,1,1,USD_CAD,bullish,5/7,2024-04-22 21:00:00,1.36634,1.3507896566044384,1.3756702060373371,1.3850004120746742,1.3974406867911235,1.4052158584889045,1.420766201884466,2024-05-02 21:00:00,1.3669230206037337,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.04R,$+29.99,WIN,155.5,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.70
242,1,1,AUD_USD,bullish,7/7,2024-04-22 21:00:00,0.64425332,0.6340453224908466,0.6503781185054921,0.6565029170109842,0.664669315018307,0.6697733137728836,0.6799813112820372,2024-04-29 21:00:00,0.6547237973597028,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.03R,$+820.57,WIN,102.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.78
243,1,1,GBP_NZD,bullish,4/7,2024-04-22 21:00:00,2.09885,2.0867144124567525,2.106131352525949,2.113412705051897,2.1231211750864953,2.129188968858119,2.1413245564013668,2024-04-30 21:00:00,2.1113637227958426,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.03R,$+824.93,WIN,121.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.66
244,1,1,NZD_CHF,bullish,9/7,2024-04-22 21:00:00,0.5409750799999999,0.53365074867197,0.5453696787968179,0.5497642775936358,0.5556237426560597,0.5592859083200747,0.5666102396481045,2024-05-22 21:00:00,0.5560427974455029,NO,NO,NO,NO,NO,NO,TP4+Trail,+2.06R,$+1645.77,WIN,73.2,0.0,NO,Entry price validated against OANDA candle; Exit price 0.5560427974455029 outside candle range [0.55724-0.56011],1.09
245,1,1,EUR_GBP,bullish,6/7,2024-04-23 21:00:00,0.8584,0.8541565546955981,0.8609460671826412,0.8634921343652824,0.8668868906088039,0.8690086132610049,0.8732520585654067,2024-04-28 21:00:00,0.8538065546955982,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,42.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.89
246,1,1,EUR_AUD,bullish,4/7,2024-04-23 21:00:00,1.6457401999999999,1.633196844819532,1.6532662131082807,1.6607922262165613,1.6708269103609357,1.6770985879511695,1.6896419431316376,2024-04-28 21:00:00,1.632846844819532,NO,NO,NO,NO,NO,NO,SL,-1.00R,$-800.00,LOSS,125.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.64
247,1,1,GBP_CAD,bullish,7/7,2024-04-23 21:00:00,1.70797,1.685383391232174,1.7215219652606955,1.7350739305213911,1.7531432175356518,1.7644365219195648,1.7870231306873907,2024-05-21 21:00:00,1.7315618052938955,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.04R,$+835.60,WIN,225.9,0.0,NO,Entry price validated against OANDA candle; Exit price 1.7315618052938955 outside candle range [1.73243-1.74198],0.35
248,1,1,GBP_NZD,bullish,5/7,2024-04-23 21:00:00,2.09965,2.0791521349678734,2.111948719019276,2.124247438038552,2.140645730064253,2.1508946625803165,2.171392527612443,2024-05-01 21:00:00,2.1210277369340544,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.04R,$+834.34,WIN,205.0,0.0,NO,Entry price validated against OANDA candle; Exit price 2.1210277369340544 outside candle range [2.10093-2.11702],0.39
249,1,1,AUD_CAD,bullish,6/7,2024-04-23 21:00:00,0.88778384,0.8780429152863439,0.8936283948281937,0.8994729496563872,0.9072656894273121,0.9121361517841402,0.9218770764977962,2024-05-07 21:00:00,0.9028732056711448,NO,NO,NO,NO,NO,NO,TP3+Trail,+1.55R,$+1239.26,WIN,97.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.82
250,1,1,USD_CHF,bullish,6/7,2024-04-24 21:00:00,0.91192786,0.9065128341495977,0.9151768755102414,0.9184258910204828,0.9227579117008047,0.9254654246260059,0.9308804504764081,2024-04-29 21:00:00,0.9119027615510241,NO,NO,NO,NO,NO,NO,TP1+Trail,-1.00R,$-800.00,LOSS,54.2,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.35
251,1,1,USD_CAD,bullish,4/7,2024-04-24 21:00:00,1.3651990200000002,1.350770911571497,1.373855885057102,1.382512750114204,1.3940552368570065,1.401269291071258,1.4156973994997613,2024-05-02 21:00:00,1.3657147065057103,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.04R,$+28.59,WIN,144.3,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.76
252,1,1,EUR_GBP,bullish,7/7,2024-04-24 21:00:00,0.8578747,0.8509654314373132,0.8620202611376121,0.8661658222752242,0.8716932371253736,0.875147871406717,0.8820571399694038,2024-05-14 21:00:00,0.8579392561137612,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.01R,$+7.47,WIN,69.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.16
253,1,1,GBP_CAD,bullish,7/7,2024-04-24 21:00:00,1.70931128,1.6988381356384232,1.7155951666169462,1.7218790532338923,1.7302575687231538,1.7354941409039424,1.745967285265519,2024-04-30 21:00:00,1.7200628130232716,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.03R,$+821.26,WIN,104.7,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.76
254,1,1,GBP_NZD,bullish,6/7,2024-04-24 21:00:00,2.10365,2.0792241253273107,2.118305524803614,2.132961049607227,2.1525017493453786,2.164714686681723,2.189140561354413,2024-05-01 21:00:00,2.1047655524803615,NO,NO,NO,NO,NO,NO,TP1+Trail,+0.05R,$+36.54,WIN,244.3,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,0.33
255,1,1,SPX500_USD,bullish,6/7,2024-04-24 21:00:00,5020.718400000001,4935.8768067109995,5071.623355973401,5122.528311946802,5190.401586578003,5232.822383222503,5317.663976511505,2024-04-29 21:00:00,5110.300488886342,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.06R,$+844.70,WIN,848.4,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,9.43
256,1,1,NAS100_USD,bullish,6/7,2024-04-24 21:00:00,17298.1642,16890.05274246001,17543.03107452399,17787.897949047983,18114.387115079975,18318.442843849967,18726.55430138996,2024-04-29 21:00:00,17730.412344992383,NO,NO,NO,NO,NO,NO,TP2+Trail,+1.06R,$+847.31,WIN,4081.1,0.0,YES,Entry price validated against OANDA candle; Exit price validated against OANDA candle,1.96
257,1,1,USD_JPY,bullish,6/7,2024-04-25 21:00:00,155.82356,153.79564560859322,157.04030863484405,158.25705726968812,159.87938878281352,160.8933459785169,162.9212603699237,2024-04-29 21:00:00,159.0028043103797,NO,NO,NO,NO,NO,NO,TP3+Trail,+1.57R,$+1254.19,WIN,202.8,0.0,NO,Entry price validated against OANDA candle; Exit price 159.0028043103797 outside candle range [156.062-157.848],0.61
